Date,Price,Open,High,Low,Vol.,Change %
27-May-20,"1,168.41","1,156.87","1,168.41","1,140.49",217.64M,1.05%
28-May-20,"1,183.11","1,177.02","1,195.31","1,177.02",189.88M,1.26%
29-May-20,"1,198.14","1,186.81","1,199.83","1,172.86",300.28M,1.27%
1-Jun-20,"1,186.09","1,189.26","1,191.59","1,178.53",207.25M,-1.01%
2-Jun-20,"1,193.30","1,186.40","1,193.38","1,179.68",207.74M,0.61%
3-Jun-20,"1,190.92","1,195.63","1,197.45","1,185.72",200.42M,-0.20%
4-Jun-20,"1,181.32","1,188.23","1,191.09","1,173.63",188.02M,-0.81%
5-Jun-20,"1,200.89","1,184.12","1,209.37","1,183.26",233.60M,1.66%
8-Jun-20,"1,208.56","1,198.65","1,208.68","1,192.38",205.15M,0.64%
9-Jun-20,"1,195.49","1,207.67","1,211.56","1,194.48",177.13M,-1.08%
10-Jun-20,"1,193.84","1,199.67","1,203.36","1,188.70",192.88M,-0.14%
11-Jun-20,"1,126.67","1,188.93","1,188.93","1,123.82",284.38M,-5.63%
12-Jun-20,"1,134.51","1,141.43","1,153.78","1,114.88",223.53M,0.70%
15-Jun-20,"1,136.59","1,123.56","1,142.93","1,109.00",214.50M,0.18%
16-Jun-20,"1,164.27","1,152.00","1,171.69","1,146.58",242.84M,2.44%
17-Jun-20,"1,163.36","1,168.05","1,172.26","1,160.18",164.70M,-0.08%
18-Jun-20,"1,159.85","1,157.66","1,161.88","1,152.51",162.77M,-0.30%
19-Jun-20,"1,169.95","1,164.37","1,176.95","1,158.59",351.82M,0.87%
22-Jun-20,"1,165.74","1,167.49","1,167.49","1,154.09",169.90M,-0.36%
23-Jun-20,"1,170.82","1,169.03","1,180.76","1,168.73",180.58M,0.44%
24-Jun-20,"1,139.72","1,164.93","1,164.93","1,132.21",209.36M,-2.66%
25-Jun-20,"1,151.43","1,139.73","1,152.22","1,129.83",180.12M,1.03%
26-Jun-20,"1,137.37","1,150.53","1,151.83","1,131.86",319.76M,-1.22%
29-Jun-20,"1,147.04","1,142.62","1,149.17","1,137.27",158.06M,0.85%
30-Jun-20,"1,167.80","1,147.26","1,172.72","1,144.78",183.20M,1.81%
1-Jul-20,"1,176.09","1,172.84","1,180.64","1,165.62",204.95M,0.71%
2-Jul-20,"1,184.43","1,181.32","1,190.99","1,181.32",160.55M,0.71%
6-Jul-20,"1,196.34","1,191.49","1,203.18","1,191.01",155.72M,1.01%
7-Jul-20,"1,186.07","1,190.01","1,200.34","1,184.51",153.73M,-0.86%
8-Jul-20,"1,186.27","1,188.30","1,193.69","1,178.59",159.56M,0.02%
9-Jul-20,"1,176.56","1,185.96","1,189.29","1,162.44",155.62M,-0.82%
10-Jul-20,"1,173.97","1,177.50","1,179.07","1,165.48",138.01M,-0.22%
